activity_date,description,priority,sf_contact_id,sf_task_id,status,subject
2023-11-18,Customer segment: churned,Normal,003g5000002Ej0wAAC,00Tg5000000RkTUEA0,Completed,Follow-up Call
2025-08-22,Customer segment: active,Low,003g5000002Ef3oAAC,00Tg5000000RkUzEAK,Completed,Birthday Greeting
2023-12-12,Customer segment: active,Normal,003g5000002EferAAC,00Tg5000000RkV0EAK,In Progress,Product Inquiry Response
2023-05-01,Customer segment: active,Normal,003g5000002EgZLAA0,00Tg5000000RkV1EAK,Not Started,Follow-up Call
2024-06-12,Customer segment: churned,Normal,003g5000002Eh0jAAC,00Tg5000000RkV2EAK,In Progress,Product Inquiry Response
2025-04-22,Customer segment: at_risk,Normal,003g5000002EfgUAAS,00Tg5000000RkV3EAK,Completed,Product Inquiry Response
2025-08-26,Customer segment: active,High,003g5000002EgENAA0,00Tg5000000RkV4EAK,In Progress,Retention Call
2025-04-03,Customer segment: active,Low,003g5000002EfOjAAK,00Tg5000000RkWbEAK,Not Started,Survey Follow-up
2023-08-16,Customer segment: active,Normal,003g5000002Efv0AAC,00Tg5000000RkWcEAK,Completed,Cross-sell Opportunity
2023-11-20,Customer segment: active,Normal,003g5000002EfOjAAK,00Tg5000000RkYDEA0,Completed,Follow-up Call
2024-09-12,Customer segment: active,Normal,003g5000002EfVBAA0,00Tg5000000RkYEEA0,Completed,Follow-up Call
2024-06-23,Customer segment: at_risk,High,003g5000002Efi6AAC,00Tg5000000RkYFEA0,In Progress,Account Review
2023-11-19,Customer segment: churned,Low,003g5000002EfRxAAK,00Tg5000000RkZpEAK,Not Started,Birthday Greeting
2025-01-22,Customer segment: active,High,003g5000002EfVBAA0,00Tg5000000RkZqEAK,In Progress,Retention Call
2023-04-19,Customer segment: active,Normal,003g5000002EfVBAA0,00Tg5000000RkZrEAK,In Progress,Cross-sell Opportunity
2025-10-22,Customer segment: churned,Normal,003g5000002EfRxAAK,00Tg5000000RkbREAS,In Progress,Product Inquiry Response
2025-11-16,Customer segment: active,Normal,003g5000002EfTZAA0,00Tg5000000Rkd3EAC,In Progress,Product Inquiry Response
2024-12-17,Customer segment: active,Low,003g5000002Eg4iAAC,00Tg5000000Rkd4EAC,Not Started,Birthday Greeting
2023-04-10,Customer segment: active,Normal,003g5000002EhDfAAK,00Tg5000000Rkd5EAC,In Progress,Welcome Call
2024-05-06,Customer segment: active,Normal,003g5000002EiuTAAS,00Tg5000000Rkd6EAC,In Progress,Follow-up Call
2024-11-28,Customer segment: active,Normal,003g5000002EfTZAA0,00Tg5000000RkefEAC,Not Started,Welcome Call
2023-10-26,Customer segment: active,High,003g5000002EfbeAAC,00Tg5000000RkegEAC,Completed,Account Review
2025-10-18,Customer segment: active,Normal,003g5000002Eg1RAAS,00Tg5000000RkehEAC,Completed,Welcome Call
2024-08-05,Customer segment: churned,Low,003g5000002Ef0aAAC,00Tg5000000RkeiEAC,Not Started,Survey Follow-up
2024-07-24,Customer segment: at_risk,Normal,003g5000002EgG0AAK,00Tg5000000RkejEAC,Not Started,Welcome Call
2024-08-16,Customer segment: at_risk,Low,003g5000002EgG0AAK,00Tg5000000RkekEAC,Not Started,Survey Follow-up
2023-05-04,Customer segment: active,Normal,003g5000002EhojAAC,00Tg5000000RkelEAC,Not Started,Welcome Call
2023-12-02,Customer segment: churned,Normal,003g5000002EhrxAAC,00Tg5000000RkemEAC,Not Started,Product Inquiry Response
2024-11-08,Customer segment: active,Normal,003g5000002EfWnAAK,00Tg5000000RkgHEAS,Not Started,Product Inquiry Response
2025-02-26,Customer segment: churned,Normal,003g5000002Eg6OAAS,00Tg5000000RkgIEAS,Not Started,Follow-up Call
2025-06-19,Customer segment: active,Normal,003g5000002EfYPAA0,00Tg5000000RkhtEAC,In Progress,Product Inquiry Response
2023-10-02,Customer segment: active,Normal,003g5000002EferAAC,00Tg5000000RkhuEAC,Completed,Product Inquiry Response
2025-10-01,Customer segment: churned,Low,003g5000002EfjhAAC,00Tg5000000RkhvEAC,In Progress,Birthday Greeting
2024-02-26,Customer segment: active,Normal,003g5000002EftNAAS,00Tg5000000RkhwEAC,In Progress,Cross-sell Opportunity
2023-07-21,Customer segment: active,Normal,003g5000002EgXhAAK,00Tg5000000RkhxEAC,Completed,Cross-sell Opportunity
2023-04-13,Customer segment: active,Low,003g5000002EfYPAA0,00Tg5000000RkjVEAS,Not Started,Survey Follow-up
2025-01-28,Customer segment: at_risk,Low,003g5000002Eg7tAAC,00Tg5000000RkjWEAS,In Progress,Survey Follow-up
2023-07-11,Customer segment: active,Normal,003g5000002EiMbAAK,00Tg5000000RkjXEAS,Not Started,Follow-up Call
2025-03-03,Customer segment: churned,High,003g5000002Eg6OAAS,00Tg5000000RkjYEAS,In Progress,Retention Call
2023-08-27,Customer segment: active,Normal,003g5000002EfdJAAS,00Tg5000000RkjZEAS,In Progress,Product Inquiry Response
2024-04-02,Customer segment: active,High,003g5000002EfAEAA0,00Tg5000000RkjaEAC,Not Started,Retention Call
2025-06-15,Customer segment: churned,High,003g5000002EfzsAAC,00Tg5000000RkjbEAC,Not Started,Account Review
2025-07-30,Customer segment: active,Normal,003g5000002EgKqAAK,00Tg5000000RkjcEAC,Not Started,Cross-sell Opportunity
2023-11-30,Customer segment: active,Low,003g5000002EfbdAAC,00Tg5000000Rkl7EAC,Not Started,Birthday Greeting
2025-11-27,Customer segment: active,Normal,003g5000002EfN8AAK,00Tg5000000Rkl8EAC,In Progress,Cross-sell Opportunity
2023-10-10,Customer segment: active,Normal,003g5000002EfdFAAS,00Tg5000000RkmjEAC,Not Started,Product Inquiry Response
2024-04-23,Customer segment: active,High,003g5000002EeywAAC,00Tg5000000RkmkEAC,In Progress,Account Review
2025-06-12,Customer segment: active,Normal,003g5000002EfbeAAC,00Tg5000000RkmlEAC,Not Started,Cross-sell Opportunity
2023-11-19,Customer segment: active,Low,003g5000002Ef8cAAC,00Tg5000000RkoLEAS,Not Started,Birthday Greeting
2024-06-25,Customer segment: at_risk,Normal,003g5000002EjNVAA0,00Tg5000000RkoMEAS,Not Started,Follow-up Call
2025-06-09,Customer segment: active,Low,003g5000002EjVZAA0,00Tg5000000RkoNEAS,Completed,Birthday Greeting
2025-09-06,Customer segment: active,Low,003g5000002Ef8cAAC,00Tg5000000RkpxEAC,In Progress,Survey Follow-up
2023-08-12,Customer segment: active,High,003g5000002EfN8AAK,00Tg5000000RkrZEAS,In Progress,Retention Call
2024-06-23,Customer segment: active,Normal,003g5000002EeitAAC,00Tg5000000RkraEAC,In Progress,Product Inquiry Response
2024-09-02,Customer segment: active,Normal,003g5000002Eib7AAC,00Tg5000000RkrbEAC,Not Started,Cross-sell Opportunity
2023-09-22,Customer segment: at_risk,Low,003g5000002EguKAAS,00Tg5000000RkrcEAC,In Progress,Birthday Greeting
2024-08-22,Customer segment: at_risk,Low,003g5000002EhYcAAK,00Tg5000000RkrdEAC,Completed,Survey Follow-up
2025-05-31,Customer segment: active,High,003g5000002EferAAC,00Tg5000000RktBEAS,In Progress,Retention Call
2025-06-20,Customer segment: active,High,003g5000002EfNAAA0,00Tg5000000RktCEAS,Completed,Account Review
2025-11-24,Customer segment: active,Normal,003g5000002EgXhAAK,00Tg5000000RktDEAS,Completed,Product Inquiry Response
2025-09-05,Customer segment: at_risk,High,003g5000002EgO2AAK,00Tg5000000RktEEAS,Completed,Retention Call
2024-07-26,Customer segment: active,Low,003g5000002EghOAAS,00Tg5000000RktFEAS,Completed,Birthday Greeting
2024-05-25,Customer segment: at_risk,High,003g5000002EhQXAA0,00Tg5000000RktGEAS,In Progress,Account Review
2025-08-07,Customer segment: churned,High,003g5000002EhdRAAS,00Tg5000000RktHEAS,Not Started,Account Review
2025-05-11,Customer segment: at_risk,Normal,003g5000002EgKoAAK,00Tg5000000RktIEAS,Completed,Welcome Call
2025-07-27,Customer segment: at_risk,High,003g5000002EhyPAAS,00Tg5000000RktJEAS,In Progress,Account Review
2023-05-29,Customer segment: active,Low,003g5000002EfDSAA0,00Tg5000000RkunEAC,Completed,Birthday Greeting
2024-02-09,Customer segment: at_risk,High,003g5000002EfDTAA0,00Tg5000000RkuoEAC,In Progress,Account Review
2024-11-20,Customer segment: active,Normal,003g5000002EflKAAS,00Tg5000000RkupEAC,Completed,Welcome Call
2024-11-01,Customer segment: active,High,003g5000002EfDSAA0,00Tg5000000RkwPEAS,Completed,Retention Call
2025-01-05,Customer segment: active,Normal,003g5000002EfgTAAS,00Tg5000000RkwQEAS,Completed,Follow-up Call
2024-12-22,Customer segment: at_risk,Low,003g5000002EfN9AAK,00Tg5000000RkwREAS,Completed,Survey Follow-up
2023-03-19,Customer segment: active,Normal,003g5000002EfrlAAC,00Tg5000000RkwSEAS,In Progress,Product Inquiry Response
2025-11-20,Customer segment: at_risk,Normal,003g5000002EgmFAAS,00Tg5000000RkwTEAS,In Progress,Product Inquiry Response
2023-04-25,Customer segment: active,Low,003g5000002Efa2AAC,00Tg5000000RkwUEAS,In Progress,Survey Follow-up
2024-06-07,Customer segment: at_risk,Normal,003g5000002EgCkAAK,00Tg5000000RkwVEAS,Not Started,Follow-up Call
2025-02-01,Customer segment: active,High,003g5000002EfDSAA0,00Tg5000000Rky1EAC,Not Started,Retention Call
2024-03-20,Customer segment: churned,Normal,003g5000002EfmvAAC,00Tg5000000Rky2EAC,Not Started,Follow-up Call
2025-07-23,Customer segment: active,Low,003g5000002Eeu6AAC,00Tg5000000RkzdEAC,Completed,Birthday Greeting
2025-06-22,Customer segment: active,Normal,003g5000002EfgTAAS,00Tg5000000Rl1FEAS,In Progress,Welcome Call
2025-04-17,Customer segment: active,Low,003g5000002EhFGAA0,00Tg5000000Rl1GEAS,Completed,Birthday Greeting
2025-05-22,Customer segment: at_risk,Normal,003g5000002EfQMAA0,00Tg5000000Rl2rEAC,In Progress,Product Inquiry Response
2025-12-25,Customer segment: at_risk,Normal,003g5000002Efi6AAC,00Tg5000000Rl2sEAC,Completed,Cross-sell Opportunity
2024-03-04,Customer segment: active,Normal,003g5000002Efi5AAC,00Tg5000000Rl4TEAS,Not Started,Cross-sell Opportunity
2025-07-18,Customer segment: churned,Normal,003g5000002Eh0jAAC,00Tg5000000Rl4UEAS,Completed,Product Inquiry Response
2024-04-27,Customer segment: active,Low,003g5000002EgEMAA0,00Tg5000000Rl4VEAS,Completed,Birthday Greeting
2025-11-25,Customer segment: at_risk,Normal,003g5000002EhS9AAK,00Tg5000000Rl4WEAS,Not Started,Follow-up Call
2025-03-27,Customer segment: active,High,003g5000002EeywAAC,00Tg5000000Rl65EAC,Not Started,Account Review
2024-10-27,Customer segment: at_risk,High,003g5000002EhyQAAS,00Tg5000000Rl66EAC,Not Started,Retention Call
2025-08-01,Customer segment: active,Normal,003g5000002EiEXAA0,00Tg5000000Rl67EAC,Not Started,Cross-sell Opportunity
2024-02-12,Customer segment: active,Normal,003g5000002Ei02AAC,00Tg5000000Rl68EAC,Completed,Product Inquiry Response
2025-12-04,Customer segment: at_risk,High,003g5000002EiJOAA0,00Tg5000000Rl69EAC,In Progress,Account Review
2024-07-15,Customer segment: active,High,003g5000002EhDfAAK,00Tg5000000Rl6AEAS,Not Started,Retention Call
2024-05-04,Customer segment: active,Low,003g5000002EeywAAC,00Tg5000000Rl7hEAC,In Progress,Survey Follow-up
2024-10-10,Customer segment: active,High,003g5000002EiknAAC,00Tg5000000Rl7iEAC,In Progress,Account Review
2023-12-02,Customer segment: active,Low,003g5000002Ej4AAAS,00Tg5000000Rl7jEAC,Not Started,Birthday Greeting
2024-02-11,Customer segment: at_risk,Low,003g5000002EhDgAAK,00Tg5000000Rl7kEAC,In Progress,Birthday Greeting
2025-02-02,Customer segment: active,Normal,003g5000002EjSLAA0,00Tg5000000Rl7lEAC,Not Started,Product Inquiry Response
2024-01-27,Customer segment: active,Low,003g5000002EfWoAAK,00Tg5000000Rl9JEAS,In Progress,Survey Follow-up
2025-08-12,Customer segment: active,Normal,003g5000002EfQNAA0,00Tg5000000Rl9KEAS,In Progress,Follow-up Call
2024-06-11,Customer segment: active,Normal,003g5000002Ei01AAC,00Tg5000000Rl9LEAS,Completed,Follow-up Call
2025-05-26,Customer segment: active,Normal,003g5000002EesXAAS,00Tg5000000Rl9MEAS,In Progress,Welcome Call
2025-05-03,Customer segment: at_risk,High,003g5000002EiCwAAK,00Tg5000000Rl9NEAS,Not Started,Account Review
2025-08-06,Customer segment: active,Normal,003g5000002EiRRAA0,00Tg5000000Rl9OEAS,In Progress,Cross-sell Opportunity
2025-12-05,Customer segment: active,Normal,003g5000002EjTxAAK,00Tg5000000Rl9PEAS,Completed,Product Inquiry Response
2023-10-27,Customer segment: active,High,003g5000002EfWoAAK,00Tg5000000RlAvEAK,Completed,Retention Call
2024-08-07,Customer segment: at_risk,Normal,003g5000002EfN9AAK,00Tg5000000RlAwEAK,In Progress,Welcome Call
2025-03-28,Customer segment: churned,Normal,003g5000002Egj0AAC,00Tg5000000RlAxEAK,Completed,Welcome Call
2023-11-09,Customer segment: at_risk,Normal,003g5000002Ef3rAAC,00Tg5000000RlAyEAK,In Progress,Welcome Call
2025-09-06,Customer segment: churned,High,003g5000002EfOkAAK,00Tg5000000RlCXEA0,In Progress,Retention Call
2024-12-28,Customer segment: active,Normal,003g5000002EflJAAS,00Tg5000000RlCYEA0,Completed,Product Inquiry Response
2025-04-05,Customer segment: at_risk,Normal,003g5000002Efi6AAC,00Tg5000000RlCZEA0,Not Started,Follow-up Call
2025-02-07,Customer segment: churned,Low,003g5000002EhrxAAC,00Tg5000000RlCaEAK,Completed,Survey Follow-up
2026-01-08,Customer segment: active,High,003g5000002EflJAAS,00Tg5000000RlE9EAK,Completed,Retention Call
2023-12-10,Customer segment: active,High,003g5000002EfoXAAS,00Tg5000000RlEAEA0,Completed,Retention Call
2025-10-18,Customer segment: at_risk,Normal,003g5000002EgMRAA0,00Tg5000000RlEBEA0,In Progress,Follow-up Call
2023-12-12,Customer segment: churned,Normal,003g5000002EguHAAS,00Tg5000000RlECEA0,In Progress,Product Inquiry Response
2024-07-24,Customer segment: active,Normal,003g5000002Efa2AAC,00Tg5000000RlEDEA0,Not Started,Cross-sell Opportunity
2025-11-12,Customer segment: at_risk,High,003g5000002EgCkAAK,00Tg5000000RlEEEA0,In Progress,Retention Call
2024-08-11,Customer segment: at_risk,Low,003g5000002EgHbAAK,00Tg5000000RlEFEA0,In Progress,Survey Follow-up
2023-02-07,Customer segment: at_risk,Low,003g5000002EhVNAA0,00Tg5000000RlEGEA0,In Progress,Birthday Greeting
2025-12-01,Customer segment: churned,Normal,003g5000002EhqLAAS,00Tg5000000RlEHEA0,Completed,Follow-up Call
2024-02-20,Customer segment: active,High,003g5000002EhyRAAS,00Tg5000000RlEIEA0,Not Started,Retention Call
2023-11-30,Customer segment: active,Normal,003g5000002EeiwAAC,00Tg5000000RlEJEA0,In Progress,Product Inquiry Response
2023-07-31,Customer segment: churned,Normal,003g5000002EfgVAAS,00Tg5000000RlEKEA0,Completed,Welcome Call
2024-06-09,Customer segment: active,Normal,003g5000002EirFAAS,00Tg5000000RlELEA0,Completed,Welcome Call
2023-02-25,Customer segment: churned,Normal,003g5000002EixhAAC,00Tg5000000RlEMEA0,Completed,Follow-up Call
2024-02-13,Customer segment: active,Normal,003g5000002EjTxAAK,00Tg5000000RlENEA0,In Progress,Product Inquiry Response
2024-05-06,Customer segment: active,High,003g5000002Eh5bAAC,00Tg5000000RlEOEA0,Completed,Account Review
2024-06-14,Customer segment: active,Normal,003g5000002EflJAAS,00Tg5000000RlFlEAK,Completed,Product Inquiry Response
2025-06-13,Customer segment: active,Low,003g5000002Ei4rAAC,00Tg5000000RlFmEAK,In Progress,Birthday Greeting
2023-01-17,Customer segment: active,High,003g5000002Egj2AAC,00Tg5000000RlFnEAK,In Progress,Account Review
2023-01-17,Customer segment: active,Normal,003g5000002EifxAAC,00Tg5000000RlFoEAK,In Progress,Product Inquiry Response
2025-12-13,Customer segment: at_risk,Normal,003g5000002EhYcAAK,00Tg5000000RlFpEAK,In Progress,Follow-up Call
2024-03-30,Customer segment: at_risk,Normal,003g5000002EiXwAAK,00Tg5000000RlFqEAK,Not Started,Cross-sell Opportunity
2025-06-02,Customer segment: at_risk,Normal,003g5000002EiL1AAK,00Tg5000000RlFrEAK,In Progress,Cross-sell Opportunity
2025-03-09,Customer segment: churned,Low,003g5000002Eh7FAAS,00Tg5000000RlFsEAK,In Progress,Survey Follow-up
2025-12-18,Customer segment: churned,Normal,003g5000002EfmvAAC,00Tg5000000RlHNEA0,Completed,Cross-sell Opportunity
2023-07-11,Customer segment: churned,Normal,003g5000002Eg1SAAS,00Tg5000000RlHOEA0,Completed,Cross-sell Opportunity
2025-08-06,Customer segment: churned,Normal,003g5000002EhC1AAK,00Tg5000000RlHPEA0,Completed,Follow-up Call
2023-04-11,Customer segment: churned,Low,003g5000002EftOAAS,00Tg5000000RlHQEA0,Not Started,Birthday Greeting
2023-01-31,Customer segment: churned,High,003g5000002EftOAAS,00Tg5000000RlHREA0,Not Started,Account Review
2023-11-13,Customer segment: active,High,003g5000002EguJAAS,00Tg5000000RlHSEA0,In Progress,Account Review
2025-08-12,Customer segment: churned,High,003g5000002EfmvAAC,00Tg5000000RlIzEAK,In Progress,Account Review
2024-09-12,Customer segment: active,Normal,003g5000002EftNAAS,00Tg5000000RlJ0EAK,Completed,Product Inquiry Response
2024-09-05,Customer segment: active,High,003g5000002EgO1AAK,00Tg5000000RlJ1EAK,Not Started,Retention Call
2024-08-09,Customer segment: active,High,003g5000002EfDUAA0,00Tg5000000RlJ2EAK,Not Started,Retention Call
2025-06-30,Customer segment: active,Low,003g5000002EeMFAA0,00Tg5000000RlJ3EAK,In Progress,Survey Follow-up
2025-11-04,Customer segment: active,High,003g5000002Eh2MAAS,00Tg5000000RlJ4EAK,In Progress,Retention Call
2025-07-21,Customer segment: active,Normal,003g5000002EgxXAAS,00Tg5000000RlJ5EAK,Completed,Follow-up Call
2023-05-09,Customer segment: active,Normal,003g5000002EgJDAA0,00Tg5000000RlJ6EAK,In Progress,Cross-sell Opportunity
2024-02-02,Customer segment: at_risk,Low,003g5000002EehEAAS,00Tg5000000RlJ7EAK,Not Started,Survey Follow-up
2023-08-18,Customer segment: active,Low,003g5000002Ef2EAAS,00Tg5000000RlJ8EAK,Not Started,Survey Follow-up
2025-05-20,Customer segment: active,Normal,003g5000002EiWHAA0,00Tg5000000RlJ9EAK,Completed,Cross-sell Opportunity
2023-11-11,Customer segment: at_risk,Normal,003g5000002EgxZAAS,00Tg5000000RlJAEA0,Completed,Product Inquiry Response
2025-04-23,Customer segment: at_risk,Normal,003g5000002Efq9AAC,00Tg5000000RlKbEAK,In Progress,Follow-up Call
2024-02-10,Customer segment: active,Normal,003g5000002EfrlAAC,00Tg5000000RlMDEA0,In Progress,Welcome Call
2024-12-19,Customer segment: churned,Normal,003g5000002EgB7AAK,00Tg5000000RlMEEA0,Completed,Welcome Call
2023-11-25,Customer segment: at_risk,Low,003g5000002EfNBAA0,00Tg5000000RlMFEA0,Completed,Birthday Greeting
2024-12-11,Customer segment: churned,Normal,003g5000002EgkbAAC,00Tg5000000RlMGEA0,In Progress,Follow-up Call
2024-06-21,Customer segment: active,Normal,003g5000002EgmGAAS,00Tg5000000RlMHEA0,In Progress,Follow-up Call
2024-04-29,Customer segment: active,High,003g5000002Efa2AAC,00Tg5000000RlMIEA0,Completed,Account Review
2025-05-19,Customer segment: at_risk,Normal,003g5000002Egj3AAC,00Tg5000000RlMJEA0,In Progress,Product Inquiry Response
2025-04-04,Customer segment: churned,Normal,003g5000002EiL0AAK,00Tg5000000RlMKEA0,Not Started,Cross-sell Opportunity
2023-08-23,Customer segment: active,Normal,003g5000002EfQNAA0,00Tg5000000RlNpEAK,Completed,Follow-up Call
2023-03-25,Customer segment: at_risk,High,003g5000002EfuzAAC,00Tg5000000RlNqEAK,Completed,Account Review
2025-06-04,Customer segment: at_risk,Normal,003g5000002EfmyAAC,00Tg5000000RlNrEAK,Not Started,Welcome Call
2024-03-16,Customer segment: at_risk,High,003g5000002EeJjAAK,00Tg5000000RlNsEAK,Completed,Account Review
2023-10-13,Customer segment: active,Normal,003g5000002EhIUAA0,00Tg5000000RlNtEAK,Not Started,Product Inquiry Response
2025-02-17,Customer segment: active,Normal,003g5000002EiODAA0,00Tg5000000RlNuEAK,Completed,Product Inquiry Response
2023-10-03,Customer segment: churned,Low,003g5000002EhVOAA0,00Tg5000000RlNvEAK,Completed,Survey Follow-up
2023-06-21,Customer segment: at_risk,Normal,003g5000002EfuzAAC,00Tg5000000RlPREA0,Not Started,Welcome Call
2025-01-09,Customer segment: active,Normal,003g5000002Eg1RAAS,00Tg5000000RlPSEA0,Completed,Cross-sell Opportunity
2024-07-25,Customer segment: active,High,003g5000002Egr5AAC,00Tg5000000RlPTEA0,Completed,Account Review
2023-01-16,Customer segment: active,Low,003g5000002EiPpAAK,00Tg5000000RlPUEA0,In Progress,Survey Follow-up
2023-11-02,Customer segment: active,Low,003g5000002EgxYAAS,00Tg5000000RlPVEA0,In Progress,Birthday Greeting
2024-08-22,Customer segment: churned,Low,003g5000002EjXBAA0,00Tg5000000RlPWEA0,In Progress,Survey Follow-up
2025-07-09,Customer segment: active,High,003g5000002EfwbAAC,00Tg5000000RlR3EAK,Completed,Account Review
2025-05-10,Customer segment: active,Normal,003g5000002EhDfAAK,00Tg5000000RlR4EAK,Not Started,Welcome Call
2023-01-01,Customer segment: active,Normal,003g5000002EfwbAAC,00Tg5000000RlSfEAK,Not Started,Welcome Call
2025-11-22,Customer segment: churned,Normal,003g5000002EgMQAA0,00Tg5000000RlSgEAK,In Progress,Product Inquiry Response
2023-03-01,Customer segment: active,High,003g5000002Eg34AAC,00Tg5000000RlShEAK,Not Started,Retention Call
2025-12-27,Customer segment: active,Low,003g5000002Eg34AAC,00Tg5000000RlSiEAK,Not Started,Survey Follow-up
2023-07-24,Customer segment: active,High,003g5000002EgzAAAS,00Tg5000000RlSjEAK,Not Started,Retention Call
2024-03-18,Customer segment: active,Normal,003g5000002EfqAAAS,00Tg5000000RlSkEAK,In Progress,Cross-sell Opportunity
2023-06-16,Customer segment: active,Normal,003g5000002EfyDAAS,00Tg5000000RlUHEA0,In Progress,Welcome Call
2024-11-13,Customer segment: active,Normal,003g5000002EfzpAAC,00Tg5000000RlVtEAK,Completed,Product Inquiry Response
2024-08-08,Customer segment: at_risk,Low,003g5000002Eg4gAAC,00Tg5000000RlVuEAK,Not Started,Survey Follow-up
2023-09-02,Customer segment: at_risk,Normal,003g5000002EgZJAA0,00Tg5000000RlVvEAK,In Progress,Welcome Call
2023-12-23,Customer segment: at_risk,High,003g5000002EgcXAAS,00Tg5000000RlVwEAK,In Progress,Account Review
2025-01-06,Customer segment: active,Low,003g5000002EgFzAAK,00Tg5000000RlVxEAK,Completed,Birthday Greeting
2023-05-07,Customer segment: at_risk,Normal,003g5000002EhTlAAK,00Tg5000000RlVyEAK,Not Started,Follow-up Call
2025-02-28,Customer segment: active,Normal,003g5000002EfBsAAK,00Tg5000000RlVzEAK,Completed,Follow-up Call
2023-02-06,Customer segment: at_risk,High,003g5000002EhC4AAK,00Tg5000000RlW0EAK,Completed,Retention Call
2025-10-01,Customer segment: churned,Low,003g5000002EhrxAAC,00Tg5000000RlW1EAK,In Progress,Birthday Greeting
2024-03-30,Customer segment: active,Normal,003g5000002Eg33AAC,00Tg5000000RlXVEA0,In Progress,Follow-up Call
2024-12-22,Customer segment: churned,Low,003g5000002EgFxAAK,00Tg5000000RlXWEA0,Not Started,Birthday Greeting
2025-10-18,Customer segment: active,Low,003g5000002Ef0YAAS,00Tg5000000RlXXEA0,Completed,Survey Follow-up
2024-02-15,Customer segment: churned,Normal,003g5000002EgMQAA0,00Tg5000000RlXYEA0,Not Started,Welcome Call
2025-07-20,Customer segment: at_risk,Normal,003g5000002EgcYAAS,00Tg5000000RlXZEA0,In Progress,Cross-sell Opportunity
2023-07-11,Customer segment: active,Low,003g5000002EgmGAAS,00Tg5000000RlXaEAK,Not Started,Birthday Greeting
2024-01-30,Customer segment: churned,Low,003g5000002EhaDAAS,00Tg5000000RlXbEAK,Not Started,Birthday Greeting
2023-10-17,Customer segment: at_risk,Low,003g5000002EhjtAAC,00Tg5000000RlXcEAK,Completed,Birthday Greeting
2024-05-03,Customer segment: at_risk,Normal,003g5000002EgKoAAK,00Tg5000000RlXdEAK,Completed,Welcome Call
2025-08-28,Customer segment: active,Normal,003g5000002Eg33AAC,00Tg5000000RlZ7EAK,In Progress,Follow-up Call
2024-09-30,Customer segment: active,Normal,003g5000002EgW5AAK,00Tg5000000RlZ8EAK,In Progress,Cross-sell Opportunity
2025-02-18,Customer segment: active,Low,003g5000002Eg33AAC,00Tg5000000RlajEAC,Completed,Birthday Greeting
2023-05-17,Customer segment: churned,Normal,003g5000002EixhAAC,00Tg5000000RlakEAC,Completed,Product Inquiry Response
2024-02-24,Customer segment: at_risk,High,003g5000002Eg4fAAC,00Tg5000000RlcLEAS,Not Started,Account Review
2025-01-12,Customer segment: active,High,003g5000002Eg9VAAS,00Tg5000000RlcMEAS,Completed,Account Review
2024-05-11,Customer segment: at_risk,Normal,003g5000002Eg4fAAC,00Tg5000000RldxEAC,Not Started,Follow-up Call
2023-09-29,Customer segment: active,High,003g5000002EhDdAAK,00Tg5000000RldyEAC,Completed,Account Review
2024-09-24,Customer segment: at_risk,Normal,003g5000002Ei85AAC,00Tg5000000RldzEAC,Not Started,Product Inquiry Response
2023-04-02,Customer segment: active,High,003g5000002EeitAAC,00Tg5000000Rle0EAC,Completed,Account Review
2025-03-12,Customer segment: active,Normal,003g5000002EiOEAA0,00Tg5000000Rle1EAC,Completed,Product Inquiry Response
2023-03-17,Customer segment: active,Normal,003g5000002EhK8AAK,00Tg5000000Rle2EAC,Not Started,Follow-up Call
2025-07-26,Customer segment: at_risk,Normal,003g5000002Eg4fAAC,00Tg5000000RlfZEAS,In Progress,Welcome Call
2025-09-05,Customer segment: at_risk,High,003g5000002EgZJAA0,00Tg5000000RlfaEAC,Not Started,Retention Call
2023-08-16,Customer segment: at_risk,Low,003g5000002EeMHAA0,00Tg5000000RlfbEAC,Not Started,Survey Follow-up
2023-11-23,Customer segment: at_risk,Normal,003g5000002Eg6HAAS,00Tg5000000RlhBEAS,In Progress,Follow-up Call
2025-02-15,Customer segment: at_risk,Low,003g5000002Eg6HAAS,00Tg5000000RlinEAC,Completed,Survey Follow-up
2023-05-13,Customer segment: at_risk,Low,003g5000002Eg4hAAC,00Tg5000000RlioEAC,In Progress,Birthday Greeting
2025-12-13,Customer segment: at_risk,Low,003g5000002Egz9AAC,00Tg5000000RlipEAC,Completed,Survey Follow-up
2025-09-15,Customer segment: churned,High,003g5000002Ef0aAAC,00Tg5000000RliqEAC,In Progress,Retention Call
2023-05-22,Customer segment: churned,Normal,003g5000002Ehs0AAC,00Tg5000000RlirEAC,In Progress,Cross-sell Opportunity
2025-03-31,Customer segment: churned,Normal,003g5000002EfzsAAC,00Tg5000000RlisEAC,In Progress,Follow-up Call
2023-11-16,Customer segment: active,Low,003g5000002EfbgAAC,00Tg5000000RlitEAC,Completed,Birthday Greeting
2024-12-20,Customer segment: active,Normal,003g5000002EfRzAAK,00Tg5000000RliuEAC,Not Started,Cross-sell Opportunity
2023-06-27,Customer segment: at_risk,High,003g5000002Eg7tAAC,00Tg5000000RlkPEAS,Completed,Account Review
2025-10-23,Customer segment: active,Low,003g5000002Efv3AAC,00Tg5000000RlkQEAS,Not Started,Survey Follow-up
2024-03-15,Customer segment: at_risk,Normal,003g5000002Eg7tAAC,00Tg5000000Rlm1EAC,In Progress,Cross-sell Opportunity
